Roll, Dice6, Dice100, Sum,,,,,,,,,
813,5,61,66,,,,,,,,,
814,6,98,104,,,,,,,,,
815,6,94,100,,,,,,,,,
816,2,29,31,,,,,,,,,
817,1,28,29,,,,,,,,,
818,6,39,45,,,,,,,,,
819,4,84,88,,,,,,,,,
820,1,75,76,,,,,,,,,
821,5,37,42,,,,,,,,,
822,1,83,84,,,,,,,,,
823,3,42,45,,,,,,,,,
824,3,25,28,,,,,,,,,
825,6,56,62,,,,,,,,,
826,4,12,16,,,,,,,,,
827,6,51,57,,,,,,,,,
828,6,62,68,,,,,,,,,
829,3,57,60,,,,,,,,,
830,3,76,79,,,,,,,,,
831,2,98,100,,,,,,,,,
832,1,83,84,,,,,,,,,
833,1,6,7,,,,,,,,,
834,3,91,94,,,,,,,,,
835,3,55,58,,,,,,,,,
836,5,91,96,,,,,,,,,
837,1,61,62,,,,,,,,,
838,3,73,76,,,,,,,,,
839,3,82,85,,,,,,,,,
840,2,80,82,,,,,,,,,
841,3,85,88,,,,,,,,,
842,3,78,81,,,,,,,,,
843,1,39,40,,,,,,,,,
844,4,49,53,,,,,,,,,
845,5,98,103,,,,,,,,,
846,3,97,100,,,,,,,,,
847,6,81,87,,,,,,,,,
848,3,72,75,,,,,,,,,
849,4,3,7,,,,,,,,,
850,6,27,33,,,,,,,,,
851,3,78,81,,,,,,,,,
852,3,52,55,,,,,,,,,
853,1,42,43,,,,,,,,,
854,2,45,47,,,,,,,,,
855,1,21,22,,,,,,,,,
856,4,11,15,,,,,,,,,
857,3,18,21,,,,,,,,,
858,6,43,49,,,,,,,,,
859,6,79,85,,,,,,,,,
860,4,55,59,,,,,,,,,
861,1,68,69,,,,,,,,,
862,5,24,29,,,,,,,,,
863,4,85,89,,,,,,,,,
864,3,37,40,,,,,,,,,
865,1,13,14,,,,,,,,,
866,3,95,98,,,,,,,,,
867,4,80,84,,,,,,,,,
868,4,32,36,,,,,,,,,
869,3,22,25,,,,,,,,,
870,6,95,101,,,,,,,,,
871,6,3,9,,,,,,,,,
872,1,51,52,,,,,,,,,
873,1,44,45,,,,,,,,,
874,3,32,35,,,,,,,,,
875,5,88,93,,,,,,,,,
876,4,51,55,,,,,,,,,
877,1,40,41,,,,,,,,,
878,6,6,12,,,,,,,,,
879,6,24,30,,,,,,,,,
880,3,62,65,,,,,,,,,
881,6,5,11,,,,,,,,,
882,1,78,79,,,,,,,,,
883,2,54,56,,,,,,,,,
884,1,8,9,,,,,,,,,
885,5,89,94,,,,,,,,,
886,2,69,71,,,,,,,,,
887,1,58,59,,,,,,,,,
888,3,15,18,,,,,,,,,
889,2,63,65,,,,,,,,,
890,3,28,31,,,,,,,,,
891,1,36,37,,,,,,,,,
892,6,57,63,,,,,,,,,
893,6,55,61,,,,,,,,,
894,3,3,6,,,,,,,,,
895,6,57,63,,,,,,,,,
896,1,66,67,,,,,,,,,
897,1,73,74,,,,,,,,,
898,5,1,6,,,,,,,,,
899,6,55,61,,,,,,,,,
900,2,53,55,,,,,,,,,
901,3,62,65,,,,,,,,,
902,5,38,43,,,,,,,,,
903,5,91,96,,,,,,,,,
904,2,24,26,,,,,,,,,
905,5,2,7,,,,,,,,,
906,3,55,58,,,,,,,,,
907,4,80,84,,,,,,,,,
908,4,65,69,,,,,,,,,
909,2,78,80,,,,,,,,,
910,3,16,19,,,,,,,,,
911,2,83,85,,,,,,,,,
912,3,50,53,,,,,,,,,
913,1,27,28,,,,,,,,,
914,6,33,39,,,,,,,,,
915,3,58,61,,,,,,,,,
916,1,28,29,,,,,,,,,
917,1,5,6,,,,,,,,,
918,3,41,44,,,,,,,,,
919,1,68,69,,,,,,,,,
920,5,51,56,,,,,,,,,
921,6,67,73,,,,,,,,,
922,4,59,63,,,,,,,,,
923,5,21,26,,,,,,,,,
924,3,32,35,,,,,,,,,
925,2,93,95,,,,,,,,,
926,1,35,36,,,,,,,,,
927,6,31,37,,,,,,,,,
928,2,82,84,,,,,,,,,
929,3,86,89,,,,,,,,,
930,2,90,92,,,,,,,,,
931,5,50,55,,,,,,,,,
932,3,65,68,,,,,,,,,
933,6,33,39,,,,,,,,,
934,3,52,55,,,,,,,,,
935,6,21,27,,,,,,,,,
936,3,73,76,,,,,,,,,
937,2,60,62,,,,,,,,,
938,5,38,43,,,,,,,,,
939,2,9,11,,,,,,,,,
940,5,81,86,,,,,,,,,
941,2,20,22,,,,,,,,,
942,3,81,84,,,,,,,,,
943,2,50,52,,,,,,,,,
944,4,7,11,,,,,,,,,
945,1,80,81,,,,,,,,,
946,2,81,83,,,,,,,,,
947,5,16,21,,,,,,,,,
948,1,35,36,,,,,,,,,
949,6,2,8,,,,,,,,,
950,6,3,9,,,,,,,,,
951,4,40,44,,,,,,,,,
952,2,13,15,,,,,,,,,
953,5,10,15,,,,,,,,,
954,6,30,36,,,,,,,,,
955,3,23,26,,,,,,,,,
956,4,24,28,,,,,,,,,
957,4,76,80,,,,,,,,,
958,6,91,97,,,,,,,,,
959,6,69,75,,,,,,,,,
960,1,12,13,,,,,,,,,
961,6,96,102,,,,,,,,,
962,1,81,82,,,,,,,,,
963,3,89,92,,,,,,,,,
964,1,14,15,,,,,,,,,
965,4,4,8,,,,,,,,,
966,3,16,19,,,,,,,,,
967,2,44,46,,,,,,,,,
968,4,94,98,,,,,,,,,
969,5,82,87,,,,,,,,,
970,2,23,25,,,,,,,,,
971,2,33,35,,,,,,,,,
972,4,45,49,,,,,,,,,
973,1,53,54,,,,,,,,,
974,1,86,87,,,,,,,,,
975,4,88,92,,,,,,,,,
976,1,73,74,,,,,,,,,
977,5,93,98,,,,,,,,,
978,5,98,103,,,,,,,,,
979,4,23,27,,,,,,,,,
980,1,23,24,,,,,,,,,
981,3,79,82,,,,,,,,,
982,6,22,28,,,,,,,,,
983,2,70,72,,,,,,,,,
984,5,27,32,,,,,,,,,
985,5,90,95,,,,,,,,,
986,1,6,7,,,,,,,,,
987,1,99,100,,,,,,,,,
988,2,35,37,,,,,,,,,
989,1,40,41,,,,,,,,,
990,4,24,28,,,,,,,,,
991,5,20,25,,,,,,,,,
992,5,62,67,,,,,,,,,
993,1,5,6,,,,,,,,,
994,3,46,49,,,,,,,,,
995,4,73,77,,,,,,,,,
996,2,54,56,,,,,,,,,
997,2,62,64,,,,,,,,,
998,5,25,30,,,,,,,,,
999,1,93,94,,,,,,,,,
