Roll, Dice6, Dice100, Sum,,,,,,,,,
813,4,20,24,,,,,,,,,
814,1,88,89,,,,,,,,,
815,2,37,39,,,,,,,,,
816,2,56,58,,,,,,,,,
817,5,72,77,,,,,,,,,
818,5,100,105,,,,,,,,,
819,1,61,62,,,,,,,,,
820,3,33,36,,,,,,,,,
821,1,91,92,,,,,,,,,
822,2,6,8,,,,,,,,,
823,6,19,25,,,,,,,,,
824,6,61,67,,,,,,,,,
825,3,24,27,,,,,,,,,
826,3,36,39,,,,,,,,,
827,2,98,100,,,,,,,,,
828,4,5,9,,,,,,,,,
829,1,20,21,,,,,,,,,
830,5,42,47,,,,,,,,,
831,4,40,44,,,,,,,,,
832,1,47,48,,,,,,,,,
833,2,4,6,,,,,,,,,
834,4,40,44,,,,,,,,,
835,4,22,26,,,,,,,,,
836,4,50,54,,,,,,,,,
837,4,78,82,,,,,,,,,
838,5,27,32,,,,,,,,,
839,4,82,86,,,,,,,,,
840,5,64,69,,,,,,,,,
841,6,63,69,,,,,,,,,
842,4,41,45,,,,,,,,,
843,4,25,29,,,,,,,,,
844,5,81,86,,,,,,,,,
845,2,41,43,,,,,,,,,
846,4,55,59,,,,,,,,,
847,1,71,72,,,,,,,,,
848,3,96,99,,,,,,,,,
849,2,2,4,,,,,,,,,
850,1,41,42,,,,,,,,,
851,1,11,12,,,,,,,,,
852,4,86,90,,,,,,,,,
853,2,96,98,,,,,,,,,
854,2,87,89,,,,,,,,,
855,1,98,99,,,,,,,,,
856,3,34,37,,,,,,,,,
857,5,50,55,,,,,,,,,
858,6,24,30,,,,,,,,,
859,4,23,27,,,,,,,,,
860,6,73,79,,,,,,,,,
861,5,78,83,,,,,,,,,
862,3,99,102,,,,,,,,,
863,6,32,38,,,,,,,,,
864,2,25,27,,,,,,,,,
865,3,33,36,,,,,,,,,
866,1,8,9,,,,,,,,,
867,5,54,59,,,,,,,,,
868,3,34,37,,,,,,,,,
869,3,57,60,,,,,,,,,
870,2,77,79,,,,,,,,,
871,2,22,24,,,,,,,,,
872,5,66,71,,,,,,,,,
873,1,36,37,,,,,,,,,
874,6,100,106,,,,,,,,,
875,6,45,51,,,,,,,,,
876,2,25,27,,,,,,,,,
877,4,3,7,,,,,,,,,
878,5,73,78,,,,,,,,,
879,2,21,23,,,,,,,,,
880,5,70,75,,,,,,,,,
881,3,61,64,,,,,,,,,
882,1,99,100,,,,,,,,,
883,2,22,24,,,,,,,,,
884,2,14,16,,,,,,,,,
885,4,55,59,,,,,,,,,
886,3,83,86,,,,,,,,,
887,1,53,54,,,,,,,,,
888,3,51,54,,,,,,,,,
889,2,42,44,,,,,,,,,
890,5,98,103,,,,,,,,,
891,4,26,30,,,,,,,,,
892,4,12,16,,,,,,,,,
893,2,48,50,,,,,,,,,
894,2,17,19,,,,,,,,,
895,2,81,83,,,,,,,,,
896,1,72,73,,,,,,,,,
897,3,67,70,,,,,,,,,
898,4,59,63,,,,,,,,,
899,2,5,7,,,,,,,,,
900,2,69,71,,,,,,,,,
901,2,14,16,,,,,,,,,
902,2,88,90,,,,,,,,,
903,2,56,58,,,,,,,,,
904,2,6,8,,,,,,,,,
905,1,92,93,,,,,,,,,
906,1,86,87,,,,,,,,,
907,4,80,84,,,,,,,,,
908,3,49,52,,,,,,,,,
909,1,85,86,,,,,,,,,
910,4,99,103,,,,,,,,,
911,1,56,57,,,,,,,,,
912,2,9,11,,,,,,,,,
913,4,92,96,,,,,,,,,
914,3,62,65,,,,,,,,,
915,2,43,45,,,,,,,,,
916,2,7,9,,,,,,,,,
917,2,85,87,,,,,,,,,
918,2,74,76,,,,,,,,,
919,4,84,88,,,,,,,,,
920,1,40,41,,,,,,,,,
921,1,37,38,,,,,,,,,
922,6,96,102,,,,,,,,,
923,6,26,32,,,,,,,,,
924,3,94,97,,,,,,,,,
925,2,14,16,,,,,,,,,
926,6,78,84,,,,,,,,,
927,1,14,15,,,,,,,,,
928,1,90,91,,,,,,,,,
929,3,57,60,,,,,,,,,
930,1,4,5,,,,,,,,,
931,1,85,86,,,,,,,,,
932,1,7,8,,,,,,,,,
933,3,56,59,,,,,,,,,
934,6,13,19,,,,,,,,,
935,1,62,63,,,,,,,,,
936,6,18,24,,,,,,,,,
937,4,29,33,,,,,,,,,
938,3,65,68,,,,,,,,,
939,1,9,10,,,,,,,,,
940,6,68,74,,,,,,,,,
941,2,2,4,,,,,,,,,
942,6,42,48,,,,,,,,,
943,3,84,87,,,,,,,,,
944,2,23,25,,,,,,,,,
945,2,86,88,,,,,,,,,
946,6,91,97,,,,,,,,,
947,2,88,90,,,,,,,,,
948,1,95,96,,,,,,,,,
949,2,28,30,,,,,,,,,
950,1,38,39,,,,,,,,,
951,3,10,13,,,,,,,,,
952,5,90,95,,,,,,,,,
953,1,72,73,,,,,,,,,
954,2,45,47,,,,,,,,,
955,4,15,19,,,,,,,,,
956,6,6,12,,,,,,,,,
957,2,9,11,,,,,,,,,
958,3,82,85,,,,,,,,,
959,2,30,32,,,,,,,,,
960,4,84,88,,,,,,,,,
961,4,82,86,,,,,,,,,
962,2,89,91,,,,,,,,,
963,3,22,25,,,,,,,,,
964,1,68,69,,,,,,,,,
965,3,41,44,,,,,,,,,
966,2,93,95,,,,,,,,,
967,3,12,15,,,,,,,,,
968,6,41,47,,,,,,,,,
969,5,87,92,,,,,,,,,
970,1,67,68,,,,,,,,,
971,3,48,51,,,,,,,,,
972,6,69,75,,,,,,,,,
973,1,18,19,,,,,,,,,
974,4,100,104,,,,,,,,,
975,4,58,62,,,,,,,,,
976,5,67,72,,,,,,,,,
977,5,60,65,,,,,,,,,
978,5,11,16,,,,,,,,,
979,3,90,93,,,,,,,,,
980,1,81,82,,,,,,,,,
981,6,36,42,,,,,,,,,
982,5,32,37,,,,,,,,,
983,5,6,11,,,,,,,,,
984,2,86,88,,,,,,,,,
985,2,8,10,,,,,,,,,
986,4,97,101,,,,,,,,,
987,2,23,25,,,,,,,,,
988,1,16,17,,,,,,,,,
989,2,18,20,,,,,,,,,
990,3,91,94,,,,,,,,,
991,3,2,5,,,,,,,,,
992,3,65,68,,,,,,,,,
993,5,16,21,,,,,,,,,
994,6,94,100,,,,,,,,,
995,1,58,59,,,,,,,,,
996,4,38,42,,,,,,,,,
997,5,99,104,,,,,,,,,
998,2,95,97,,,,,,,,,
999,4,93,97,,,,,,,,,
